date,HK.00001,HK.00002,HK.00003,HK.00005,HK.00006,HK.00011,HK.00012,HK.00016,HK.00017,HK.00027,HK.00066,HK.00101,HK.00175,HK.00267,HK.00288,HK.00386,HK.00388,HK.00669,HK.00688,HK.00700,HK.00762,HK.00823,HK.00857,HK.00883,HK.00939,HK.00941,HK.01038,HK.01044,HK.01093,HK.01109,HK.01113,HK.01177,HK.01299,HK.01398,HK.01810,HK.01928,HK.02007,HK.02018,HK.02020,HK.02269,HK.02313,HK.02318,HK.02319,HK.02382,HK.02388,HK.02628,HK.03328,HK.03690,HK.03988
2020-09-25,46.55,71.96,11.32,27.03693,41.55,108.6,28.75,93.1,35.16,52.2,39.7,19.6,15.18,5.68,6.31,3.0601,351.34,99.4,19.28,503.5,5.29,61.5335,2.23207,7.44,5.02,50.35,36.5,55.2,9.2875,33.9,38.2,8.56,77.65,3.99,19.72,29.95,9.2,41.55,76.95,59.099409,127.6,80.35,35.9,118.5,20.45,17.1,3.66,232.0,2.4
2020-09-28,46.55,71.06,11.18,29.63693,41.1,113.0,28.3,92.95,34.56,51.7,39.45,19.54,15.26,5.69,6.27,3.0601,356.14,99.35,19.38,506.0,5.13,61.1335,2.27207,7.45,5.07,50.05,36.35,55.3,9.2375,33.8,38.15,8.54,77.0,4.05,20.2,30.05,9.4,41.05,77.45,60.899391,127.8,80.1,36.1,118.6,20.6,17.24,3.82,237.0,2.43
2020-09-29,46.5,69.96,11.1,28.83693,40.55,109.3,27.85,92.3,34.81,52.3,38.4,19.5,15.12,5.61,6.29,3.0401,354.54,100.0,19.14,505.5,5.05,60.8335,2.27,7.49,5.01,48.95,36.25,56.45,9.3,32.95,37.65,8.39,76.15,3.99,20.05,30.0,9.22,41.25,78.6,61.599384,129.2,79.45,35.35,116.7,20.3,17.3,3.66,234.6,2.39
2020-09-30,46.6,70.16,11.1,28.63693,40.6,110.5,28.55,93.85,35.46,51.95,38.25,19.58,15.4,5.69,6.28,3.0301,357.34,101.6,19.4,511.5,5.05,61.5835,2.27,7.45,5.02,49.45,36.15,56.25,9.375,34.9,37.75,8.42,75.9,4.02,20.45,29.85,9.48,41.75,80.1,62.866038,130.5,79.5,36.3,118.3,20.4,17.34,3.72,241.8,2.4
2020-10-05,47.1,71.11,11.12,29.83693,41.05,111.4,28.95,94.05,35.51,51.6,37.9,20.5,14.72,5.6,6.37,3.0301,361.54,103.5,19.34,525.0,5.09,61.8335,2.24,7.36,4.98,49.5,36.3,55.9,9.3875,34.7,38.05,8.29,78.7,4.0,20.8,29.6,9.35,41.6,84.35,64.66602,134.3,80.1,35.9,115.5,20.6,18.16,3.74,245.8,2.4
2020-10-06,47.65,71.36,11.2,29.88693,41.4,112.6,28.95,94.05,36.11,53.0,38.8,20.4,15.62,5.71,6.54,3.0901,370.54,105.1,19.66,527.5,5.04,61.0835,2.26,7.6,4.98,49.65,37.2,56.45,9.6875,35.85,38.3,8.52,78.85,3.99,21.4,30.0,9.68,43.5,82.95,67.865988,133.5,80.2,37.1,119.5,20.9,18.0,3.74,258.0,2.37
2020-10-07,47.9,72.31,11.34,30.38693,41.65,114.1,29.2,94.95,37.06,53.85,39.25,20.4,15.5,5.8,6.55,3.1001,372.54,104.9,19.78,535.0,5.16,61.7835,2.26,7.73,5.01,50.4,37.15,56.35,9.75,36.2,38.85,8.67,79.95,4.03,21.7,29.85,9.98,44.95,83.55,67.599324,134.0,80.0,37.15,125.6,21.15,17.94,3.76,267.8,2.39
2020-10-08,47.6,71.46,11.16,30.23693,41.4,112.3,28.9,94.2,36.76,52.8,38.75,20.4,15.6,5.71,6.38,3.0901,373.34,106.8,19.78,535.0,5.13,61.0835,2.27,7.65,5.02,50.35,36.85,56.25,9.775,36.05,38.65,8.58,80.0,4.04,20.85,29.0,10.0,45.9,85.25,68.599314,134.6,80.3,37.25,129.2,21.25,18.06,3.74,266.8,2.41
2020-10-09,47.25,71.16,11.2,30.28693,41.0,113.7,28.95,93.55,36.06,52.1,38.65,20.4,15.8,5.68,6.25,3.0901,367.54,106.3,19.9,539.5,5.02,60.0835,2.27,7.65,5.02,49.95,36.6,56.15,9.7875,36.1,38.4,8.45,79.65,4.01,20.95,28.35,9.96,44.65,85.95,67.532658,135.4,80.8,37.45,125.8,21.25,17.96,3.79,270.0,2.39
2020-10-12,47.3,72.36,11.3,30.28693,41.6,114.0,29.4,93.95,36.56,51.9,39.1,20.55,16.42,5.86,6.26,3.1301,372.34,107.1,20.25,557.0,5.4,60.3335,2.29,7.64,5.3,50.8,36.8,55.25,9.9,37.15,38.5,8.51,80.35,4.24,22.7,28.35,10.04,44.45,87.5,71.465952,135.2,82.25,38.4,126.6,21.65,18.22,3.93,275.2,2.49
2020-10-14,46.9,72.36,11.42,29.33693,41.7,112.9,29.5,93.9,36.51,51.4,39.3,20.6,16.74,5.67,6.19,3.04,368.54,105.0,19.9,573.5,5.51,59.9335,2.23,7.4,5.3,51.3,36.9,57.3,9.85,36.05,38.45,8.28,81.35,4.26,23.25,27.35,9.76,43.95,85.85,68.132652,136.5,82.7,38.45,128.9,21.55,17.96,3.86,278.4,2.51
2020-10-15,46.4,71.41,11.24,28.73693,41.05,111.0,29.0,93.3,36.06,51.05,38.95,20.0,16.7,5.63,6.07,3.01,357.54,104.7,19.42,552.0,5.42,59.7835,2.2,7.29,5.26,50.25,36.55,55.5,9.69,35.9,37.55,8.11,78.35,4.24,22.45,27.0,9.63,43.5,85.3,66.932664,136.6,82.7,38.0,125.7,21.15,17.82,3.85,265.0,2.48
2020-10-16,46.05,71.11,11.12,28.98693,41.1,110.9,28.7,93.25,36.01,51.6,38.6,19.62,16.4,5.84,6.08,3.01,356.74,105.4,19.58,557.0,5.33,59.1335,2.2,7.28,5.56,50.0,36.6,55.5,9.2,35.8,37.4,7.93,77.8,4.42,23.15,27.3,9.62,43.7,85.4,68.132652,134.0,83.45,37.1,125.9,21.3,18.5,4.0,265.8,2.56
2020-10-19,46.35,71.36,11.28,29.73693,41.15,111.2,28.8,93.95,36.21,51.65,39.0,19.96,16.12,5.86,6.18,3.01,362.74,105.0,19.68,561.5,5.3,59.9335,2.21,7.41,5.66,49.95,36.7,54.95,8.93,35.75,37.45,8.0,77.6,4.58,22.2,27.65,9.55,44.8,85.4,66.732666,135.1,84.2,37.45,128.3,21.4,18.7,3.95,259.0,2.58
2020-10-20,46.05,71.46,11.3,29.63693,41.1,111.2,28.9,93.25,36.16,52.0,39.05,20.15,16.62,5.82,6.22,2.97,362.54,107.0,19.52,564.5,5.4,59.6835,2.18,7.26,5.6,49.95,36.65,55.25,9.01,35.5,37.2,8.0,77.95,4.54,22.2,27.9,9.48,44.7,89.2,67.199328,137.8,84.5,39.1,131.1,21.3,18.76,3.88,260.8,2.54
2020-10-21,46.15,71.01,11.2,29.88693,40.65,112.0,28.75,92.75,35.86,52.15,38.8,20.05,16.38,5.81,6.28,2.98,366.94,107.4,19.58,566.5,6.0,59.7335,2.19,7.35,5.66,51.9,36.85,54.95,8.96,35.05,37.2,8.01,77.7,4.59,22.4,27.9,9.44,43.75,88.9,74.99925,143.9,84.6,40.3,130.0,21.4,18.48,3.89,269.0,2.55
2020-10-22,46.1,70.41,11.2,30.08693,40.45,112.5,28.75,92.8,35.96,54.8,38.75,19.74,16.3,5.81,6.35,3.0,365.54,106.6,19.72,563.5,5.31,59.7835,2.16,7.15,5.79,50.5,36.85,54.1,8.8,34.35,37.2,7.96,78.25,4.71,22.35,29.35,9.78,43.35,89.95,74.399256,141.0,84.4,39.65,128.4,21.5,18.64,3.98,269.0,2.6
2020-10-23,46.4,71.16,11.34,31.08693,40.65,118.9,29.05,93.05,36.16,54.25,39.05,19.74,16.3,5.92,6.33,3.2,363.54,106.2,19.62,561.5,5.53,60.5335,2.3,7.67,5.8,50.9,37.15,53.85,8.54,33.95,37.55,7.92,78.15,4.77,21.85,29.35,9.9,43.0,86.6,72.865938,140.0,86.35,39.05,128.0,22.05,19.08,4.06,262.4,2.61
2020-10-27,46.75,70.36,11.38,32.63693,40.35,121.0,28.4,91.85,35.86,53.7,38.7,19.08,16.18,5.81,6.24,3.14,360.34,103.9,19.12,585.0,5.43,59.3835,2.26,7.36,5.61,50.3,36.8,54.05,8.41,32.2,37.0,7.81,76.4,4.58,21.1,28.85,9.52,42.15,85.15,74.932584,140.1,84.7,38.45,131.6,22.2,18.24,3.95,266.0,2.58
2020-10-28,46.3,70.16,11.22,31.48693,40.05,119.6,27.9,91.55,35.36,52.8,38.35,18.6,15.9,5.71,6.67,3.04,373.14,102.7,19.08,601.0,5.16,58.5835,2.22,7.26,5.53,49.05,36.65,52.55,8.4,31.85,36.4,7.97,76.6,4.53,21.4,28.55,9.42,42.15,87.35,74.599254,140.4,82.0,38.55,130.9,21.65,18.12,3.88,280.0,2.55
2020-10-29,46.25,69.91,11.18,31.13693,39.85,117.9,27.8,93.55,35.21,52.55,38.8,18.64,16.06,5.71,6.33,3.03,378.94,105.0,19.2,605.0,4.98,58.7335,2.18,7.15,5.49,48.1,36.4,53.2,8.44,32.0,36.3,7.92,75.6,4.49,21.8,27.9,9.49,42.0,87.15,73.532598,139.4,80.5,38.75,129.9,21.55,17.56,3.87,297.2,2.51
2020-10-30,46.7,69.46,11.14,30.93693,39.85,116.4,27.45,94.2,34.86,51.1,38.35,18.82,15.92,5.53,6.09,3.01,365.74,103.4,19.4,591.0,4.76,57.6335,2.17,7.04,5.35,47.15,36.5,53.75,8.17,31.55,35.9,7.8,73.05,4.36,22.0,27.15,9.54,40.85,85.3,72.199278,133.9,79.55,36.45,128.2,21.5,16.84,3.81,288.2,2.45
2020-11-02,47.3,69.36,11.14,31.63693,39.5,119.6,27.35,92.7,34.41,52.65,38.4,18.96,18.08,5.66,5.95,3.09,369.94,108.5,19.46,601.5,4.78,57.6835,2.2,7.03,5.54,48.55,36.65,52.9,8.05,31.3,35.95,7.68,73.35,4.53,22.1,27.6,9.58,40.9,86.75,71.932614,134.0,79.3,37.85,130.8,21.6,16.8,3.92,294.6,2.53
2020-11-03,48.7,70.51,11.26,32.63693,40.0,123.1,28.15,95.75,34.71,53.5,38.5,19.8,19.08,5.83,6.04,3.17,373.54,107.5,19.48,598.0,4.94,58.6335,2.27,7.29,5.64,49.05,37.8,53.45,8.1,32.0,37.25,7.85,77.95,4.6,22.2,28.45,9.89,42.35,87.5,71.932614,137.8,79.7,37.95,141.0,22.55,17.42,3.98,296.0,2.57
2020-11-04,48.5,70.61,11.32,32.63693,40.1,121.0,28.7,95.65,35.01,54.05,38.9,20.15,19.68,5.75,6.1,3.1,367.14,109.5,19.32,588.5,4.94,59.1335,2.26,7.25,5.64,48.05,37.9,53.95,8.13,32.05,37.2,7.92,78.5,4.59,23.95,28.55,10.04,42.7,92.1,73.932594,136.8,80.25,38.4,137.1,22.55,17.1,3.95,313.8,2.56
2020-11-05,52.8,71.06,11.4,32.98693,40.65,121.9,29.45,96.95,35.76,55.75,39.2,20.6,21.4,5.97,6.25,3.14,378.74,114.9,19.94,625.0,5.08,59.9835,2.3,7.33,5.78,49.95,38.4,54.75,8.4,35.15,38.25,8.13,80.3,4.64,24.25,29.4,10.92,44.6,96.75,79.265874,143.0,81.3,40.9,144.3,22.8,17.34,4.05,329.6,2.59
2020-11-06,51.5,71.11,11.48,33.53693,40.6,122.8,29.7,98.95,35.81,55.8,39.5,20.7,20.9,6.08,6.41,3.19,376.54,113.0,20.25,614.5,5.12,61.2835,2.3,7.31,5.84,50.75,38.15,54.75,8.26,35.3,38.3,8.1,80.5,4.68,25.1,29.5,10.9,43.9,101.1,78.33255,142.6,81.7,40.25,147.0,22.9,17.42,4.07,326.8,2.63
2020-11-09,50.4,71.16,11.52,33.68693,40.35,123.6,29.55,97.95,35.26,58.85,39.7,20.4,21.05,6.12,6.43,3.23,383.34,110.8,20.25,622.5,5.18,61.5835,2.33,7.38,5.91,50.6,38.4,54.2,8.19,35.4,38.1,8.14,82.3,4.7,25.55,30.5,11.02,46.05,100.8,80.132532,140.5,83.9,40.3,158.9,22.9,17.8,4.18,335.2,2.67
2020-11-10,51.8,70.71,11.64,36.53693,40.9,129.0,30.7,102.75,37.71,61.25,40.2,20.8,20.4,6.31,6.65,3.55,376.14,99.95,20.85,595.0,5.22,66.0335,2.48,8.41,6.0,51.25,39.45,53.7,8.17,36.25,40.8,7.99,87.0,4.74,24.45,32.6,11.06,45.3,102.2,76.132572,143.5,85.1,40.5,146.9,24.15,17.98,4.22,300.0,2.72
2020-11-11,54.4,73.16,12.04,38.08693,41.95,132.2,31.45,106.05,38.91,59.6,42.1,21.0,19.24,6.58,6.62,3.67,360.94,97.45,21.85,551.0,5.55,68.0835,2.53,8.84,6.19,53.95,40.55,56.05,8.17,38.55,42.5,7.91,87.0,4.89,22.45,33.35,11.26,43.8,96.65,74.465922,132.8,86.55,40.15,145.2,24.8,18.2,4.32,271.0,2.82
2020-11-12,53.5,71.91,12.1,37.18693,41.3,128.2,31.0,103.75,38.06,59.8,41.85,21.0,20.5,6.34,6.55,3.6,364.94,100.6,21.05,577.0,5.33,66.9835,2.48,8.9,6.14,52.65,39.75,56.25,8.22,37.1,41.8,7.96,83.7,4.79,23.25,32.65,11.04,44.05,102.0,77.132562,134.6,86.55,41.15,148.7,24.65,18.02,4.31,286.8,2.77
2020-11-13,54.2,71.81,12.04,36.08693,41.3,126.5,30.8,102.95,37.96,59.25,41.65,20.45,20.7,6.19,6.7,3.52,366.54,101.6,20.75,602.0,4.98,66.8835,2.41,8.54,5.98,50.0,39.4,56.5,8.33,36.35,41.45,7.92,84.75,4.65,24.25,32.85,10.96,44.9,101.5,81.532518,135.0,86.0,41.25,152.8,24.0,17.5,4.18,305.8,2.71
2020-11-16,55.15,72.06,12.08,37.63693,41.3,127.3,31.0,102.85,37.61,61.55,41.95,20.4,20.85,6.25,6.71,3.58,369.54,105.0,19.7,597.0,4.89,67.9335,2.42,8.68,5.91,48.15,39.95,57.1,8.2,35.0,41.65,7.85,87.45,4.63,25.2,34.0,10.74,43.65,108.0,84.0,140.3,86.75,41.5,153.4,23.9,17.86,4.2,318.4,2.72
2020-11-17,58.0,72.11,12.04,38.08693,41.4,126.7,31.55,105.15,38.46,61.5,42.3,20.65,21.1,6.26,6.72,3.61,368.54,101.5,19.32,581.5,4.86,70.2335,2.53,8.86,6.0,47.4,39.95,57.8,8.15,35.4,42.95,7.75,89.2,4.68,24.1,34.1,10.78,42.6,104.8,80.8,138.2,87.9,40.45,158.6,24.35,18.0,4.22,303.0,2.76
2020-11-18,57.75,71.76,12.18,38.03693,41.55,127.4,31.5,105.45,38.31,61.7,42.5,20.4,22.55,6.25,6.74,3.58,365.54,102.3,19.38,589.0,4.84,69.4835,2.53,8.88,6.03,47.05,39.85,58.4,8.19,36.65,43.7,7.68,89.85,4.71,24.0,34.05,10.82,42.65,108.6,79.25,141.7,89.25,41.55,162.0,24.45,18.0,4.23,300.0,2.76
2020-11-19,58.05,71.66,12.14,37.93693,41.2,129.8,31.35,105.35,38.31,61.3,42.85,21.15,22.65,6.16,6.72,3.54,365.94,104.5,19.0,573.0,4.83,69.3,2.52,8.86,5.95,47.1,40.05,57.45,8.21,36.3,43.7,7.78,88.2,4.6,25.2,34.05,10.74,42.1,111.4,78.95,141.3,88.9,41.7,157.8,24.6,17.66,4.18,294.0,2.71
2020-11-20,56.85,71.26,12.06,37.73693,41.05,128.9,31.3,105.25,37.71,61.55,41.95,21.6,23.1,6.12,6.62,3.49,371.74,108.0,18.28,588.0,4.79,68.0,2.5,8.75,5.86,46.95,39.15,57.1,8.18,35.2,43.5,7.86,89.5,4.56,25.55,34.2,10.5,42.1,110.0,83.35,140.7,88.15,41.2,156.9,24.85,17.58,4.14,304.2,2.68
2020-11-23,56.6,70.71,12.02,38.18693,40.7,128.7,31.15,102.65,37.56,59.6,41.55,20.9,23.4,6.12,6.67,3.54,372.34,107.4,17.64,586.0,4.77,66.65,2.58,9.18,5.9,46.5,39.3,57.25,8.14,34.7,43.05,7.73,87.0,4.59,27.6,32.95,10.36,41.9,109.9,81.45,136.9,88.75,40.95,158.0,24.65,17.62,4.18,308.0,2.71
2020-11-24,56.85,71.66,12.08,38.58693,41.35,130.0,31.6,104.75,38.41,61.9,42.4,20.8,23.95,6.09,6.64,3.52,387.54,107.5,17.96,584.0,4.82,67.9,2.58,9.14,5.84,47.45,39.95,56.65,7.85,34.7,43.65,7.71,88.2,4.53,27.15,33.25,10.34,42.7,109.7,78.05,137.7,87.65,41.25,157.6,24.65,17.4,4.13,303.4,2.68
2020-11-25,57.9,71.36,12.16,41.18693,41.25,134.2,32.6,105.75,39.21,62.5,42.55,20.85,22.9,6.21,6.62,3.65,378.54,102.2,18.5,573.0,4.82,68.35,2.62,9.52,5.89,47.6,40.05,56.05,7.76,34.1,43.7,7.62,88.85,4.58,26.15,33.5,10.34,42.1,103.2,75.1,135.1,89.4,39.75,153.9,25.45,17.56,4.16,293.6,2.7
2020-11-26,57.8,71.16,12.0,40.83693,41.25,134.1,32.25,103.55,38.76,62.0,42.15,20.25,22.9,6.15,6.46,3.83,378.34,101.8,18.78,586.0,4.78,68.8,2.65,9.6,5.97,47.65,39.95,55.8,7.6,33.35,43.3,7.6,89.85,4.67,26.6,33.2,10.32,42.25,106.6,74.95,135.2,90.9,40.3,154.8,24.95,17.96,4.16,308.0,2.72
2020-11-27,57.5,71.16,12.1,40.83693,41.2,134.8,32.3,104.05,39.36,61.75,42.85,20.05,22.7,6.16,6.56,3.77,381.74,101.2,19.4,583.0,4.8,68.5,2.63,9.45,6.1,47.55,40.05,55.5,7.65,34.15,43.75,7.57,88.5,4.87,26.05,33.1,10.56,43.4,108.1,76.1,135.4,91.7,39.95,153.9,25.2,18.5,4.35,312.0,2.78
2020-11-30,56.25,70.96,11.94,40.33693,40.8,132.3,32.5,102.25,38.74,59.0,42.05,19.22,21.55,6.06,6.33,3.51,380.94,99.35,18.86,563.0,4.66,68.0,2.47,8.13,6.08,46.4,39.65,53.5,7.57,33.6,42.45,7.78,84.95,4.92,26.5,31.8,10.24,43.4,105.4,76.9,131.2,91.0,39.2,152.4,25.25,17.58,4.29,290.0,2.74
2020-12-01,56.0,71.16,11.84,39.83693,40.7,130.5,31.85,102.55,38.64,60.35,41.75,19.58,21.65,6.17,6.41,3.56,381.74,99.2,19.06,578.0,4.65,67.35,2.45,7.75,6.2,46.3,39.35,53.85,7.41,34.1,42.8,6.86,88.2,5.1,26.15,32.6,10.24,43.8,110.5,77.6,132.3,94.3,39.85,152.0,24.8,18.02,4.33,289.2,2.75
2020-12-02,57.45,70.89,11.88,41.33693,41.2,132.7,32.05,102.55,38.54,60.35,42.35,19.32,20.75,6.18,6.51,3.63,375.34,99.0,19.3,574.0,4.65,67.0,2.47,7.7,6.18,46.85,40.4,54.25,7.45,34.1,43.05,6.63,88.3,5.09,24.3,33.45,10.3,43.6,110.2,76.45,133.2,95.05,39.4,148.5,24.8,18.02,4.3,277.8,2.74
2020-12-03,56.45,70.49,11.94,42.23693,41.35,134.0,31.65,102.45,37.44,61.05,42.95,19.06,20.6,5.78,6.7,3.63,380.34,96.2,19.08,589.0,4.65,70.8,2.48,7.7,6.06,47.4,40.4,55.0,7.89,33.2,43.0,6.69,88.9,5.0,25.3,34.0,10.2,43.85,112.6,78.3,133.5,95.35,40.7,147.6,24.9,17.9,4.23,275.8,2.72
2020-12-04,56.75,70.29,11.88,42.58693,41.25,133.5,31.35,101.95,36.44,62.1,42.8,18.9,21.05,5.67,6.77,3.54,387.54,96.55,18.6,588.5,4.57,70.8,2.45,7.4,6.09,46.75,40.2,55.6,7.8,32.8,43.1,6.67,89.0,4.99,25.35,34.7,9.95,43.9,110.6,79.05,133.7,97.85,43.15,147.9,24.9,17.78,4.26,288.6,2.72
2020-12-07,56.0,70.49,11.76,41.73693,40.5,134.3,31.55,102.25,37.04,61.25,42.25,19.0,20.85,5.6,6.75,3.57,379.94,96.7,18.54,583.5,4.54,69.45,2.4,7.17,5.97,46.35,39.5,54.5,7.73,31.8,42.35,6.98,87.95,4.87,25.15,34.7,9.84,42.85,107.2,80.95,130.4,96.55,42.2,148.1,24.6,17.6,4.18,282.4,2.7
2020-12-08,55.95,70.29,11.76,40.18693,41.05,133.7,31.0,101.75,36.99,61.1,42.2,19.04,20.95,5.68,6.7,3.4,379.54,97.35,17.8,583.0,4.47,69.0,2.36,6.89,5.85,45.45,39.75,54.0,7.58,31.05,42.05,6.88,87.05,4.77,26.35,34.25,9.88,42.6,107.6,81.6,132.9,93.25,42.05,154.8,24.45,17.38,4.14,287.6,2.65
2020-12-09,55.8,70.09,11.8,40.58693,41.15,134.4,31.2,103.05,37.39,60.4,42.8,19.74,21.75,5.7,6.55,3.36,380.14,99.35,17.64,585.0,4.42,69.4,2.35,6.71,5.9,45.2,39.55,53.65,7.47,30.8,42.65,6.82,89.0,4.8,27.5,34.6,10.04,42.05,109.0,79.4,137.1,94.45,42.75,153.6,24.55,17.36,4.23,286.4,2.68
2020-12-10,55.85,69.94,11.78,40.73693,41.35,134.0,31.15,103.35,37.09,60.95,42.65,19.62,21.2,5.57,6.49,3.32,379.74,103.0,17.5,578.0,4.38,69.5,2.32,6.55,5.81,44.95,40.0,52.8,7.28,32.25,43.05,6.79,89.55,4.74,27.6,34.5,10.02,41.05,110.2,79.25,139.0,94.55,41.9,148.4,24.45,17.26,4.11,287.0,2.65
2020-12-11,55.7,69.79,11.72,40.48693,41.15,134.8,31.2,104.05,37.14,61.35,43.35,19.66,22.0,5.61,6.51,3.47,381.54,103.5,17.56,588.0,4.33,69.65,2.38,6.95,5.81,44.3,39.95,53.0,7.16,31.55,43.25,6.73,89.25,4.78,27.55,34.4,10.08,41.2,109.6,81.5,138.8,92.7,41.6,144.8,24.0,17.1,4.19,293.8,2.66
2020-12-14,55.05,69.64,11.72,40.18693,40.9,134.1,31.15,104.05,36.44,60.65,42.55,19.84,22.45,5.56,6.5,3.44,383.34,103.5,17.9,571.0,4.34,69.2,2.41,7.19,5.76,44.2,39.8,52.85,7.29,31.4,42.95,6.76,90.0,4.72,29.2,34.45,10.02,41.2,109.1,78.2,138.4,93.55,42.45,150.3,24.65,17.12,4.15,282.6,2.63
2020-12-15,53.75,69.29,11.52,39.83693,40.5,134.6,30.45,102.75,36.44,59.2,42.8,19.36,23.05,5.46,6.47,3.42,377.94,99.8,17.52,560.0,4.31,68.7,2.39,7.0,5.74,44.15,39.5,52.1,7.61,31.15,41.8,7.12,89.65,4.73,29.55,34.05,10.02,41.35,111.4,81.0,141.3,92.9,43.35,154.2,24.35,16.92,4.15,274.2,2.62
2020-12-16,54.2,69.69,11.52,40.13693,40.85,134.5,30.75,103.55,36.79,59.2,43.2,19.92,22.85,5.51,6.53,3.44,382.94,104.9,17.72,571.5,4.39,69.6,2.39,7.0,5.75,44.4,39.5,53.0,7.77,31.35,41.75,7.29,91.0,4.67,29.3,34.5,10.12,42.6,112.0,82.0,139.8,93.7,43.7,156.6,24.55,16.9,4.19,279.2,2.63
2020-12-17,54.1,69.29,11.52,40.53693,40.55,133.9,30.4,102.55,36.44,59.2,43.95,20.0,22.85,5.52,6.53,3.44,388.74,106.8,17.86,583.0,4.41,69.85,2.4,7.08,5.74,44.15,39.65,55.5,8.09,31.4,41.05,7.86,90.95,4.64,29.3,34.65,10.0,43.0,107.0,87.35,139.7,95.05,44.15,158.0,24.2,17.1,4.18,285.0,2.61
2020-12-18,54.45,70.94,11.46,39.98693,40.6,131.7,30.5,101.25,36.84,57.8,44.05,19.86,23.05,5.52,6.55,3.46,389.54,107.4,17.9,580.0,4.56,68.9,2.42,7.25,5.75,45.55,40.1,55.5,7.84,31.4,40.4,7.81,89.5,4.6,28.8,34.55,10.06,42.8,105.1,87.45,141.4,93.15,43.2,155.4,23.65,17.0,4.13,278.4,2.59
2020-12-21,54.0,69.69,11.4,38.33693,40.25,129.9,29.95,100.05,35.94,58.55,44.15,19.48,23.35,5.41,6.49,3.39,398.54,107.0,17.42,572.0,4.44,68.85,2.4,7.25,5.65,44.15,39.55,54.8,7.75,30.8,39.9,7.7,89.85,4.54,29.3,34.5,9.99,41.9,108.0,90.65,141.0,93.25,43.5,153.6,23.1,16.88,4.08,278.4,2.56
2020-12-22,52.55,69.39,11.34,38.28693,40.15,128.9,29.65,99.25,35.39,56.75,43.15,19.3,22.1,5.28,6.38,3.35,392.34,105.5,17.24,572.5,4.42,68.25,2.34,7.26,5.63,43.75,39.4,53.9,7.64,30.75,39.05,7.61,88.15,4.54,29.65,33.3,9.85,40.9,111.9,92.2,141.9,91.5,43.45,155.6,23.3,16.68,4.07,276.2,2.57
2020-12-23,53.15,69.94,11.36,38.38693,40.45,128.8,29.8,98.7,35.69,56.85,43.3,19.56,23.5,5.22,6.38,3.35,399.34,108.8,17.16,571.0,4.36,69.0,2.35,7.24,5.54,43.85,39.95,53.95,7.6,30.5,39.25,7.47,90.25,4.47,31.9,33.05,9.98,41.0,114.6,91.4,143.0,91.3,44.45,157.7,23.2,16.56,4.01,287.0,2.54
2020-12-24,53.65,69.89,11.36,38.93693,40.75,129.6,29.8,98.75,35.64,58.55,43.6,19.8,23.35,5.35,6.36,3.4,408.54,108.0,17.3,556.0,4.45,68.9,2.38,7.34,5.68,44.5,39.9,53.9,7.6,31.25,39.35,7.46,90.9,4.54,32.45,33.65,10.04,43.9,115.7,91.45,149.7,91.85,44.8,162.4,23.45,16.7,4.06,279.2,2.59
2020-12-28,54.5,70.24,11.42,38.83693,41.25,130.5,29.85,97.25,35.79,57.5,43.85,19.6,24.5,5.45,6.42,3.48,409.74,108.7,17.2,519.0,4.61,70.0,2.4,7.5,5.8,45.5,41.25,54.0,7.47,31.25,39.6,7.47,95.0,4.76,31.15,33.45,10.08,43.5,119.6,96.4,147.5,93.05,44.85,157.5,23.8,17.0,4.16,260.0,2.63
2020-12-29,54.4,70.49,11.44,39.08693,41.4,130.6,30.2,97.1,35.54,58.3,43.65,19.74,23.85,5.36,6.49,3.5,408.74,108.7,16.82,530.5,4.62,70.9,2.41,7.38,5.89,44.65,40.7,54.15,7.83,30.65,39.2,7.65,94.2,4.9,32.8,33.4,10.1,43.3,118.6,94.35,148.2,93.4,44.7,162.6,23.75,16.92,4.16,273.4,2.64
2020-12-30,54.95,71.24,11.64,39.43693,42.0,131.8,30.35,98.1,35.74,59.7,43.8,20.15,24.45,5.44,6.52,3.52,420.74,113.4,16.44,559.5,4.51,71.8,2.41,7.21,5.93,43.85,41.25,54.55,7.89,31.75,39.7,7.54,96.3,4.93,32.95,34.2,10.38,43.25,123.2,99.35,149.1,94.05,46.75,168.7,23.9,17.06,4.12,287.8,2.65
2020-12-31,54.1,70.49,11.58,39.58693,42.0,130.9,30.25,98.75,35.54,60.25,43.35,20.45,26.5,5.49,6.5,3.47,420.54,110.6,16.86,564.0,4.45,70.6,2.4,7.18,5.89,44.2,41.65,54.9,7.93,32.0,39.8,7.5,95.0,5.03,33.2,34.05,10.72,43.4,122.9,102.8,152.0,95.0,46.8,169.7,23.5,17.1,4.1,294.6,2.65
2021-01-04,55.65,71.84,11.7,39.28693,42.7,134.2,30.9,102.05,36.24,60.8,44.15,20.2,26.9,5.54,6.72,3.53,437.34,114.3,16.5,572.5,4.47,71.75,2.4,7.05,5.77,43.85,42.25,56.0,7.98,31.0,40.2,7.7,98.55,4.85,35.25,33.95,10.18,44.3,127.0,103.2,150.4,94.3,47.8,177.0,24.0,17.1,4.08,292.6,2.61
